Date,Time,Player,Nation,Days,Lap 1,Lap 2,Lap 3,Coins,Shrooms,Character,Kart,Tires,Glider,Track
2017-06-12,"1'24""533",Hayashi,,72,31.783,20.750,32.000,10-0-0,2-0-1,Wario,Mach 8,Button,Paper Glider,Big Blue
2017-08-22,"1'24""533",エセしんぷ,,1,31.700,20.783,32.050,10-0-0,2-0-1,Wario,Mach 8,Button,Paper Glider,Big Blue
2017-08-23,"1'24""500",Hayashi,,2,31.666,20.850,31.984,10-0-0,2-0-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2017-08-25,"1'24""483",Hayashi,,25,31.700,20.783,32.000,10-0-0,2-0-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2017-09-19,"1'24""433",Hayashi,,47,31.666,20.834,31.933,10-0-0,2-0-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2017-09-21,"1'24""433",Lemon,,45,31.666,20.834,31.933,10-0-0,2-0-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2017-10-29,"1'24""433",エセしんぷ,,7,31.666,20.734,32.033,10-0-0,2-0-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2017-11-05,"1'24""300",さーもん,,115,31.650,20.766,31.884,10-0-0,2-0-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2018-02-25,"1'24""300",vxlocity,,3,31.650,20.766,31.884,10-0-0,2-0-1,Heavy Mii,Mach 8,Leaf Tires,Paper Glider,Big Blue
2018-02-28,"1'24""283",Lemon,,2,31.600,20.750,31.933,10-0-0,2-0-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2018-03-02,"1'24""250",vxlocity,,13,31.616,20.750,31.884,10-0-0,2-0-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2018-03-15,"1'24""233",さーもん,,2,31.583,20.700,31.950,10-0-0,2-0-1,Wario,Mach 8,Leaf Tires,Cloud Glider,Big Blue
2018-03-17,"1'24""183",さーもん,,38,31.583,20.717,31.883,10-0-0,2-0-1,Wario,Mach 8,Leaf Tires,Cloud Glider,Big Blue
2018-04-24,"1'24""166",さーもん,,1,31.550,20.733,31.883,10-0-0,2-0-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2018-04-25,"1'24""116",さーもん,,5,31.583,20.733,31.800,10-0-0,2-0-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2018-04-30,"1'24""100",さーもん,,3,31.550,20.683,31.867,10-0-0,2-0-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2018-05-03,"1'24""083",さーもん,,35,31.533,20.683,31.867,10-0-0,2-0-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2018-06-07,"1'24""050",さーもん,,73,31.533,20.650,31.867,10-0-0,2-0-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2018-08-19,"1'24""033",さーもん,,<1,31.500,20.700,31.833,10-0-0,2-0-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2018-08-19,"1'24""016",さーもん,,1,31.516,20.667,31.833,10-0-0,2-0-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2018-08-20,"1'23""933",さーもん,,611,31.500,20.683,31.750,10-0-0,2-0-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2019-07-11,"1'23""933",vxlocity,,286,31.483,20.667,31.783,10-0-0,2-0-1,Heavy Mii Cpt Falcon,Mach 8,Leaf Tires,Paper Glider,Big Blue
2020-04-22,"1'23""883",るるりっく,,1,31.400,20.716,31.767,10-0-0,2-0-1,Heavy Mii Crossing,Mach 8,Leaf Tires,Paper Glider,Big Blue
2020-04-23,"1'23""866",るるりっく,,1,31.416,20.650,31.800,10-0-0,2-0-1,Heavy Mii Crossing,Mach 8,Leaf Tires,Paper Glider,Big Blue
2020-04-24,"1'23""850",るるりっく,,123,31.416,20.700,31.734,10-0-0,2-0-1,Heavy Mii Crossing,Mach 8,Leaf Tires,Paper Glider,Big Blue
2020-06-21,"1'23""850",StervtL,,65,31.433,20.650,31.767,10-0-0,2-0-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2020-08-25,"1'23""766",StervtL,,16,31.433,20.617,31.716,10-0-0,2-0-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2020-09-10,"1'23""750",StervtL,,3,31.400,20.616,31.734,10-0-0,2-0-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2020-09-13,"1'23""733",StervtL,,1,31.400,20.583,31.750,10-0-0,2-0-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2020-09-14,"1'23""716",StervtL,,1,31.366,20.617,31.733,10-0-0,2-0-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2020-09-15,"1'23""700",StervtL,,<1,31.366,20.600,31.734,10-0-0,2-0-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2020-09-15,"1'23""683",StervtL,,81,31.416,20.584,31.683,10-0-0,2-0-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2020-12-05,"1'23""650",StervtL,,15,31.400,20.583,31.667,10-0-0,2-0-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2020-12-20,"1'23""616",StervtL,,71,31.283,20.650,31.683,10-0-0,2-0-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2021-03-01,"1'23""583",StervtL,,742,31.216,20.584,31.783,10-0-0,2-0-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2023-03-13,"1'23""574",さーもん,,54,31.141,20.680,31.753,10-0-0,2-0-1,Wario,Mach 8,Wood,Paper Glider,Big Blue
2023-05-06,"1'23""496",SorNano,,4,31.753,19.874,31.869,10-0-0,1-1-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2023-05-10,"1'23""455",SorNano,,140,31.747,19.882,31.826,10-0-0,1-1-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2023-09-27,"1'23""386",SorNano,,15,31.721,19.883,31.782,10-0-0,1-1-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2023-10-12,"1'23""374",しらぬい,,1,31.801,19.784,31.789,10-0-0,1-1-1,Heavy Mii Mario,Mach 8,Crimson Slim,Paper Glider,Big Blue
2023-10-13,"1'23""365",しらぬい,,<1,31.800,19.764,31.801,10-0-0,1-1-1,Heavy Mii Crossing,Mach 8,Crimson Slim,Paper Glider,Big Blue
2023-10-13,"1'23""338",しらぬい,,9,31.809,19.802,31.727,10-0-0,1-1-1,Heavy Mii Crossing,Mach 8,Crimson Slim,Paper Glider,Big Blue
2023-10-22,"1'23""308",しらぬい,,30,31.784,19.753,31.771,10-0-0,1-1-1,Heavy Mii,Mach 8,Crimson Slim,Cloud Glider,Big Blue
2023-11-21,"1'23""297",かたゆ,,10,31.742,19.769,31.786,10-0-0,1-1-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2023-12-01,"1'23""259",かたゆ,,9,31.729,19.705,31.825,10-0-0,1-1-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2023-12-10,"1'23""245",かたゆ,,7,31.725,19.722,31.798,10-0-0,1-1-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2023-12-17,"1'23""244",かたゆ,,4,31.745,19.700,31.799,10-0-0,1-1-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2023-12-21,"1'23""234",SorNano,,53,31.695,19.734,31.805,10-0-0,1-1-1,Wario,Mach 8,Leaf Tires,Paper Glider,Big Blue
2024-02-12,"1'23""189",SorNano,,156,31.709,19.685,31.795,10-0-0,1-1-1,Roy,Mach 8,Wood,Paper Glider,Big Blue
2024-07-17,"1'23""177",FA,,25,31.738,19.673,31.766,10-0-0,1-1-1,Roy,Mach 8,Slim,Paper Glider,Big Blue
2024-08-11,"1'23""155",Alberto,,1,31.742,19.662,31.751,10-0-0,1-1-1,Donkey Kong,Mach 8,Wood,Paper Glider,Big Blue
2024-08-12,"1'23""126",Alberto,,<1,31.712,19.649,31.765,10-0-0,1-1-1,Roy,Mach 8,Wood,Paper Glider,Big Blue
2024-08-12,"1'23""104",Alberto,,<1,31.720,19.675,31.709,10-0-0,1-1-1,Roy,Mach 8,Wood,Paper Glider,Big Blue
2024-08-12,"1'23""100",Alberto,,<1,31.740,19.655,31.705,10-0-0,1-1-1,Roy,Mach 8,Wood,Paper Glider,Big Blue
2024-08-12,"1'23""093",Alberto,,1,31.691,19.682,31.720,10-0-0,1-1-1,Roy,Mach 8,Wood,Paper Glider,Big Blue
2024-08-13,"1'23""066",Alberto,,1,31.729,19.628,31.709,10-0-0,1-1-1,Heavy Mii Dry Bowser,Mach 8,Wood,Paper Glider,Big Blue
2024-08-14,"1'23""060",Alberto,,<1,31.699,19.696,31.665,10-0-0,1-1-1,Funky Kong,Mach 8,Wood,Paper Glider,Big Blue
2024-08-14,"1'23""057",Alberto,,<1,31.733,19.646,31.678,10-0-0,1-1-1,Funky Kong,Mach 8,Wood,Paper Glider,Big Blue
2024-08-14,"1'23""006",Alberto,,1,31.725,19.615,31.666,10-0-0,1-1-1,Funky Kong,Mach 8,Wood,Paper Glider,Big Blue
2024-08-15,"1'23""003",Alberto,,1,31.706,19.669,31.628,10-0-0,1-1-1,Funky Kong,Mach 8,Wood,Paper Glider,Big Blue
2024-08-16,"1'22""990",Alberto,,252,31.697,19.697,31.596,10-0-0,1-1-1,Funky Kong,Mach 8,Wood,Paper Glider,Big Blue
2017-04-28,"1'50""785",Soldier,,<1,-,-,-,-,-,-,-,-,-,GBA Cheese Land
2017-04-28,"1'50""616",Elpis,,<1,-,-,-,9-1-0,1-1-1,Dry Bowser,Streetle,Roller,Super Glider,GBA Cheese Land
2017-04-28,"1'50""118",Elpis,,<1,37.812,36.201,36.105,9-1-0,1-1-1,Dry Bowser,Streetle,Roller,Super Glider,GBA Cheese Land
2017-04-28,"1'49""925",Elpis,,<1,37.666,36.247,36.012,9-1-0,1-1-1,Dry Bowser,Streetle,Roller,Super Glider,GBA Cheese Land
2017-04-28,"1'49""460",Soldier,,<1,37.610,35.964,35.886,9-1-0,1-1-1,Wario,Landship,Roller,Parachute,GBA Cheese Land
2017-04-28,"1'49""337",Kevin,,<1,37.646,35.930,35.761,9-1-0,1-1-1,Heavy Mii Sonic,Streetle,Roller,Plane Glider,GBA Cheese Land
2017-04-28,"1'49""221",Elpis,,1,37.597,35.847,35.777,9-1-0,1-1-1,Wario,Streetle,Azure Roller,Super Glider,GBA Cheese Land
2017-04-29,"1'49""033",Angryfast,,<1,37.457,35.841,35.735,9-1-0,1-1-1,Dry Bowser,Streetle,Roller,Super Glider,GBA Cheese Land
2017-04-29,"1'48""959",starxlx,,<1,37.433,35.789,35.737,9-1-0,1-1-1,Morton,Streetle,Roller,Parachute,GBA Cheese Land
2017-04-29,"1'48""890",Thurmos,,1,-,-,-,-,-,-,-,-,-,GBA Cheese Land
2017-04-30,"1'48""852",Thurmos,,<1,37.464,35.741,35.647,9-1-0,1-1-1,Wario,Streetle,Roller,Parachute,GBA Cheese Land
2017-04-30,"1'48""669",starxlx,,<1,37.325,35.754,35.590,9-1-0,1-1-1,Morton,Streetle,Roller,Parafoil,GBA Cheese Land
2017-04-30,"1'48""660",Thurmos,,1,-,-,-,-,-,-,-,-,-,GBA Cheese Land
2017-05-01,"1'48""446",Thurmos,,<1,37.439,35.562,35.445,9-1-0,1-1-1,Wario,Streetle,Roller,Parachute,GBA Cheese Land
2017-05-01,"1'48""302",Thurmos,,1,37.335,35.593,35.374,9-1-0,1-1-1,Wario,Streetle,Roller,Parachute,GBA Cheese Land
2017-05-02,"1'48""223",Thurmos,,<1,37.254,35.543,35.426,9-1-0,1-1-1,Wario,Streetle,Roller,Cloud Glider,GBA Cheese Land
2017-05-02,"1'48""171",Tyler,,1,37.147,35.622,35.402,9-1-0,1-1-1,Wario,Streetle,Azure Roller,Paper Glider,GBA Cheese Land
2017-05-03,"1'48""076",Thurmos,,1,37.126,35.541,35.409,9-1-0,1-1-1,Wario,Streetle,Azure Roller,Cloud Glider,GBA Cheese Land
2017-05-04,"1'48""025",Doodle,,<1,37.084,35.484,35.457,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Parachute,GBA Cheese Land
2017-05-04,"1'47""957",Doodle,,1,37.114,35.497,35.346,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Parachute,GBA Cheese Land
2017-05-05,"1'47""913",Ryan's,,<1,37.149,35.420,35.344,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Parachute,GBA Cheese Land
2017-05-05,"1'47""884",Ryan's,,<1,37.146,35.413,35.325,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Parachute,GBA Cheese Land
2017-05-05,"1'47""806",Ryan's,,<1,37.074,35.352,35.380,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Parachute,GBA Cheese Land
2017-05-05,"1'47""779",Tyler,,<1,37.062,35.405,35.312,9-1-0,1-1-1,Wario,W 25 Silver Arrow,Azure Roller,Paper Glider,GBA Cheese Land
2017-05-05,"1'47""766",Thurmos,,<1,37.058,35.508,35.200,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Cloud Glider,GBA Cheese Land
2017-05-05,"1'47""764",Thurmos,,<1,37.104,35.479,35.181,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Cloud Glider,GBA Cheese Land
2017-05-05,"1'47""758",Thurmos,,9,37.084,35.395,35.279,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Cloud Glider,GBA Cheese Land
2017-05-14,"1'47""714",Thurmos,,<1,37.071,35.429,35.214,9-1-0,1-1-1,Wario,Wild Wiggler,Azure Roller,Cloud Glider,GBA Cheese Land
2017-05-14,"1'47""685",Tyler,,<1,37.089,35.389,35.207,9-1-0,1-1-1,Wario,W 25 Silver Arrow,Azure Roller,Paper Glider,GBA Cheese Land
2017-05-14,"1'47""664",Thurmos,,<1,36.942,35.453,35.269,9-1-0,1-1-1,Wario,Wild Wiggler,Azure Roller,Cloud Glider,GBA Cheese Land
2017-05-14,"1'47""592",Thurmos,,<1,36.952,35.303,35.337,9-1-0,1-1-1,Wario,Wild Wiggler,Azure Roller,Cloud Glider,GBA Cheese Land
2017-05-14,"1'47""541",Thurmos,,1,37.011,35.273,35.257,9-1-0,1-1-1,Wario,Wild Wiggler,Azure Roller,Cloud Glider,GBA Cheese Land
2017-05-15,"1'47""486",Thurmos,,5,36.931,35.371,35.184,9-1-0,1-1-1,Wario,Wild Wiggler,Azure Roller,Cloud Glider,GBA Cheese Land
2017-05-20,"1'47""478",Ryan's,,8,36.951,35.360,35.167,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Parachute,GBA Cheese Land
2017-05-28,"1'47""454",Thurmos,,<1,36.983,35.303,35.168,9-1-0,1-1-1,Wario,Wild Wiggler,Azure Roller,Cloud Glider,GBA Cheese Land
2017-05-28,"1'47""409",Ryan's,,1,36.938,35.289,35.182,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Parachute,GBA Cheese Land
2017-05-29,"1'47""404",Thurmos,,<1,36.881,35.324,35.199,9-1-0,1-1-1,Wario,Wild Wiggler,Azure Roller,Cloud Glider,GBA Cheese Land
2017-05-29,"1'47""401",Flarena,,<1,36.961,35.261,35.179,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Cloud Glider,GBA Cheese Land
2017-05-29,"1'47""341",Ryan's,,1,36.969,35.226,35.146,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Parachute,GBA Cheese Land
2017-05-30,"1'47""332",Flarena,,<1,36.896,35.254,35.182,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Cloud Glider,GBA Cheese Land
2017-05-30,"1'47""271",Ryan's,,3,36.916,35.251,35.104,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Parachute,GBA Cheese Land
2017-06-02,"1'47""239",Flarena,,39,36.820,35.223,35.196,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Cloud Glider,GBA Cheese Land
2017-07-11,"1'47""164",Ryan's,,1,36.824,35.293,35.047,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Cloud Glider,GBA Cheese Land
2017-07-12,"1'47""147",Ryan's,,<1,36.803,35.263,35.081,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Cloud Glider,GBA Cheese Land
2017-07-12,"1'47""057",Ryan's,,1,36.791,35.126,35.140,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Cloud Glider,GBA Cheese Land
2017-07-13,"1'46""960",Ryan's,,<1,36.754,35.163,35.043,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Cloud Glider,GBA Cheese Land
2017-07-13,"1'46""937",Flarena,,49,36.680,35.173,35.084,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Cloud Glider,GBA Cheese Land
2017-08-31,"1'46""921",Ryan's,,<1,36.748,35.158,35.015,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Paper Glider,GBA Cheese Land
2017-08-31,"1'46""829",Ryan's,,<1,36.755,35.111,34.963,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Paper Glider,GBA Cheese Land
2017-08-31,"1'46""809",Ryan's,,5,36.691,35.101,35.017,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Paper Glider,GBA Cheese Land
2017-09-05,"1'46""786",Ryan's,,<1,36.686,35.049,35.051,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Paper Glider,GBA Cheese Land
2017-09-05,"1'46""679",Ryan's,,1,36.662,34.974,35.043,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Paper Glider,GBA Cheese Land
2017-09-06,"1'46""644",Ryan's,,40,36.625,35.069,34.950,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Paper Glider,GBA Cheese Land
2017-10-16,"1'46""588",Ryan's,,1,36.672,35.046,34.870,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Paper Glider,GBA Cheese Land
2017-10-17,"1'46""530",Ryan's,,43,36.615,34.978,34.937,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Paper Glider,GBA Cheese Land
2017-11-29,"1'46""489",Ryan's,,1,36.634,34.917,34.938,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Paper Glider,GBA Cheese Land
2017-11-30,"1'46""489",Flarena,,<1,36.576,34.891,35.022,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Paper Glider,GBA Cheese Land
2017-11-30,"1'46""477",Ryan's,,1,36.642,34.945,34.890,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Paper Glider,GBA Cheese Land
2017-12-01,"1'46""470",Ryan's,,31,36.599,34.989,34.882,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Paper Glider,GBA Cheese Land
2018-01-01,"1'46""468",Ryan's,,5,36.566,35.016,34.886,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Paper Glider,GBA Cheese Land
2018-01-06,"1'46""419",Ryan's,,134,36.587,34.973,34.859,9-1-0,1-1-1,Wario,Wild Wiggler,Roller,Paper Glider,GBA Cheese Land
2018-05-20,"1'46""295",Origin,,<1,38.207,34.786,33.302,10-0-0,0-1-2,Wario,Wild Wiggler,Roller,Paper Glider,GBA Cheese Land
2018-05-20,"1'46""198",Ryan's,,1,38.075,34.939,33.184,10-0-0,0-1-2,Wario,Wild Wiggler,Roller,Paper Glider,GBA Cheese Land
2018-05-21,"1'46""081",Ryan's,,<1,38.127,34.632,33.322,10-0-0,0-1-2,Wario,Wild Wiggler,Roller,Paper Glider,GBA Cheese Land
2018-05-21,"1'46""054",Ryan's,,<1,38.096,34.678,33.280,10-0-0,0-1-2,Wario,Wild Wiggler,Roller,Paper Glider,GBA Cheese Land
2018-05-21,"1'45""973",Ryan's,,1,38.043,34.714,33.216,10-0-0,0-1-2,Wario,Wild Wiggler,Roller,Paper Glider,GBA Cheese Land
2018-05-22,"1'45""905",vxlocity,,13,38.032,34.712,33.161,10-0-0,0-1-2,Wario,Wild Wiggler,Azure Roller,Paper Glider,GBA Cheese Land
2018-06-04,"1'45""831",Ryan's,,1,38.043,34.636,33.152,10-0-0,0-1-2,Rosalina,Wild Wiggler,Roller,Paper Glider,GBA Cheese Land
2018-06-05,"1'45""783",Ryan's,,53,37.993,34.640,33.150,10-0-0,0-1-2,Rosalina,Wild Wiggler,Roller,Paper Glider,GBA Cheese Land
2018-07-28,"1'45""701",SuperFX,,3,37.996,34.353,33.352,10-0-0,0-1-2,Champion Link,Wild Wiggler,Roller,Paper Glider,GBA Cheese Land
2018-07-31,"1'45""678",Davi,,1,38.190,34.476,33.012,10-0-0,0-1-2,Baby Peach,Biddybuggy,Roller,Paper Glider,GBA Cheese Land
2018-08-01,"1'45""602",Davi,,<1,38.058,34.393,33.151,10-0-0,0-1-2,Baby Peach,Biddybuggy,Roller,Paper Glider,GBA Cheese Land
2018-08-01,"1'45""575",AK,,<1,38.169,34.328,33.078,10-0-0,0-1-2,Baby Daisy,Biddybuggy,Roller,Paper Glider,GBA Cheese Land
2018-08-01,"1'45""162",AK,,8,37.965,34.432,32.765,10-0-0,0-1-2,Baby Daisy,Biddybuggy,Roller,Paper Glider,GBA Cheese Land
2018-08-09,"1'45""118",SuperFX,,<1,37.912,34.277,32.929,10-0-0,0-1-2,Baby Daisy,Biddybuggy,Roller,Cloud Glider,GBA Cheese Land
2018-08-09,"1'44""880",SuperFX,,3,37.850,34.287,32.743,10-0-0,0-1-2,Baby Daisy,Biddybuggy,Roller,Cloud Glider,GBA Cheese Land
2018-08-12,"1'44""695",SuperFX,,104,37.832,33.969,32.894,10-0-0,0-1-2,Baby Daisy,Biddybuggy,Roller,Cloud Glider,GBA Cheese Land
2018-11-24,"1'44""587",SuperFX,,513,37.852,34.023,32.712,10-0-0,0-1-2,Baby Daisy,Biddybuggy,Roller,Cloud Glider,GBA Cheese Land
2020-04-20,"1'44""502",SuperFX,,2,37.812,34.016,32.674,10-0-0,0-1-2,Baby Daisy,Biddybuggy,Roller,Cloud Glider,GBA Cheese Land
2020-04-22,"1'44""301",SuperFX,,217,37.752,33.924,32.625,10-0-0,0-1-2,Baby Daisy,Biddybuggy,Roller,Cloud Glider,GBA Cheese Land
2020-11-25,"1'44""270",でんせつのとんかつ,,3,37.934,33.911,32.425,10-0-0,0-1-2,Baby Daisy,Biddybuggy,Azure Roller,Paper Glider,GBA Cheese Land
2020-11-28,"1'44""028",SuperFX,,1,37.636,33.912,32.480,10-0-0,0-1-2,Baby Daisy,Biddybuggy,Roller,Cloud Glider,GBA Cheese Land
2020-11-29,"1'43""832",SuperFX,,2,37.370,33.956,32.506,10-0-0,0-1-2,Baby Daisy,Biddybuggy,Roller,Cloud Glider,GBA Cheese Land
2020-12-01,"1'43""655",SuperFX,,1,37.381,33.777,32.497,10-0-0,0-1-2,Baby Daisy,Biddybuggy,Roller,Cloud Glider,GBA Cheese Land
2020-12-02,"1'43""442",SuperFX,,4,37.272,33.747,32.423,10-0-0,0-1-2,Baby Daisy,Biddybuggy,Roller,Cloud Glider,GBA Cheese Land
2020-12-06,"1'43""249",SuperFX,,362,37.126,33.640,32.483,10-0-0,0-1-2,Baby Daisy,Biddybuggy,Roller,Cloud Glider,GBA Cheese Land
2021-12-03,"1'43""237",Alberto,,<1,37.267,33.718,32.252,10-0-0,0-1-2,Baby Daisy,Biddybuggy,Azure Roller,Paper Glider,GBA Cheese Land
2021-12-03,"1'43""123",Alberto,,<1,37.167,33.419,32.537,10-0-0,0-1-2,Baby Daisy,Biddybuggy,Azure Roller,Paper Glider,GBA Cheese Land
2021-12-03,"1'42""776",Alberto,,1,37.213,33.521,32.042,10-0-0,0-1-2,Baby Daisy,Biddybuggy,Azure Roller,Paper Glider,GBA Cheese Land
2021-12-04,"1'42""696",Army,,<1,37.104,33.411,32.181,10-0-0,0-1-2,Baby Daisy,Biddybuggy,Azure Roller,Paper Glider,GBA Cheese Land
2021-12-04,"1'42""592",Army,,1,37.059,33.469,32.064,10-0-0,0-1-2,Baby Daisy,Biddybuggy,Azure Roller,Paper Glider,GBA Cheese Land
2021-12-05,"1'42""564",Army,,<1,37.056,33.373,32.135,10-0-0,0-1-2,Baby Daisy,Biddybuggy,Azure Roller,Paper Glider,GBA Cheese Land
2021-12-05,"1'42""382",Army,,3,36.993,33.349,32.040,10-0-0,0-1-2,Baby Daisy,Biddybuggy,Azure Roller,Paper Glider,GBA Cheese Land
2021-12-08,"1'42""380",Panda,,1,37.096,33.421,31.863,10-0-0,0-1-2,Baby Daisy,Biddybuggy,Azure Roller,Paper Glider,GBA Cheese Land
2021-12-09,"1'42""235",Army,,2,36.969,33.422,31.844,10-0-0,0-1-2,Baby Daisy,Biddybuggy,Azure Roller,Paper Glider,GBA Cheese Land
2021-12-11,"1'41""957",Army,,2,36.772,33.243,31.942,10-0-0,0-1-2,Baby Daisy,Biddybuggy,Azure Roller,Paper Glider,GBA Cheese Land
2021-12-13,"1'41""954",Panda,,1,36.718,33.187,32.049,10-0-0,0-1-2,Baby Daisy,Biddybuggy,Azure Roller,Paper Glider,GBA Cheese Land
2021-12-14,"1'41""936",Panda,,416,36.767,33.180,31.989,10-0-0,0-1-2,Baby Daisy,Biddybuggy,Azure Roller,Paper Glider,GBA Cheese Land
2023-02-03,"1'41""858",Army,,65,36.609,33.345,31.904,10-0-0,0-1-2,Baby Daisy,Biddybuggy,Azure Roller,Paper Glider,GBA Cheese Land
2023-04-09,"1'41""813",Panda,,<1,36.723,33.095,31.995,9-1-0,0-1-2,Yellow Yoshi,Biddybuggy,Azure Roller,Paper Glider,GBA Cheese Land
2023-04-09,"1'41""757",Panda,,244,36.495,33.100,32.162,10-0-0,0-1-2,Yellow Yoshi,Biddybuggy,Azure Roller,Paper Glider,GBA Cheese Land
2023-12-09,"1'41""432",Army,,503,36.678,33.017,31.737,10-0-0,0-1-2,Peachette,Biddybuggy,Azure Roller,Paper Glider,GBA Cheese Land
2017-04-28,"1'50""625",やまだ,,<1,38.140,36.250,36.235,10-0-0,1-1-1,Heavy Mii,Wild Wiggler,Crimson Slim,Parachute,Dragon Driftway
2017-04-28,"1'49""575",どらさ,,<1,-,-,-,-,-,-,-,-,-,Dragon Driftway
2017-04-28,"1'49""091",Larvitar,,1,37.622,35.775,35.694,10-0-0,1-1-1,Wario,W 25 Silver Arrow,Slim,Parafoil,Dragon Driftway
2017-04-29,"1'48""460",Larvitar,,<1,37.473,35.507,35.480,10-0-0,1-1-1,Wario,W 25 Silver Arrow,Leaf Tires,Bowser Kite,Dragon Driftway
2017-04-29,"1'48""286",Larvitar,,<1,37.460,35.369,35.457,10-0-0,1-1-1,Wario,W 25 Silver Arrow,Leaf Tires,Bowser Kite,Dragon Driftway
2017-04-29,"1'48""263",Larvitar,,<1,-,-,-,10-0-0,1-1-1,Wario,W 25 Silver Arrow,Leaf Tires,Bowser Kite,Dragon Driftway
2017-04-29,"1'48""156",どらさ,,1,-,-,-,-,-,-,-,-,-,Dragon Driftway
2017-04-30,"1'48""107",どらさ,,<1,37.641,35.278,35.188,10-0-0,1-1-1,Wario,Biddybuggy,Azure Roller,Peach Parasol,Dragon Driftway
2017-04-30,"1'47""977",Larvitar,,<1,37.373,35.290,35.314,10-0-0,1-1-1,Wario,Biddybuggy,Leaf Tires,Bowser Kite,Dragon Driftway
2017-04-30,"1'47""892",Larvitar,,<1,37.308,35.247,35.337,10-0-0,1-1-1,Wario,Biddybuggy,Leaf Tires,Bowser Kite,Dragon Driftway
2017-04-30,"1'47""839",Larvitar,,<1,37.329,35.130,35.380,10-0-0,1-1-1,Wario,Biddybuggy,Leaf Tires,Bowser Kite,Dragon Driftway
